parameters_m,tokens_b,task,task_label,n,base_acc,hq_acc,gap_acc_pp,base_acc_norm,hq_acc_norm,gap_acc_norm_pp
56,19.999,winogrande,WinoGrande,1267,0.5130228887134964,0.5153906866614049,0.23677979479084232,0.5090765588003157,0.4925019731649566,-1.6574585635359074
143,1.049,arc_challenge,ARC-C,1172,0.188567,0.193686,0.5118999999999985,0.226109,0.237201,1.109199999999999
143,1.049,arc_easy,ARC-E,2376,0.43897306397306396,0.4713804713804714,3.240740740740744,0.3939393939393939,0.42003367003367004,2.6094276094276116
143,1.049,csqa,CSQA,1221,0.22358722358722358,0.2375102375102375,1.3923013923013927,0.2678132678132678,0.26535626535626533,-0.24570024570024773
143,1.049,hellaswag,HellaSwag,10042,0.2696673969328819,0.2725552678749253,0.28878709420434023,0.2753435570603465,0.27823142800239,0.2887870942043458
143,1.049,mmlu,MMLU,14042,0.23265916536105968,0.22981056829511465,-0.28485970659450355,0.23265916536105968,0.22981056829511465,-0.28485970659450355
143,1.049,openbookqa,OpenBookQA,500,0.152,0.15,-0.20000000000000018,0.292,0.286,-0.6000000000000005
143,1.049,piqa,PIQA,1838,0.5984766050054406,0.5957562568008705,-0.2720348204570122,0.5941240478781284,0.5870511425462459,-0.707290533188254
143,1.049,sciq,SciQ,1000,0.634,0.658,2.400000000000002,0.572,0.574,0.20000000000000018
143,1.049,siqa,SIQA,1954,0.35209825997952915,0.3500511770726714,-0.20470829068577334,0.40736949846468784,0.4002047082906858,-0.7164790174002067
143,1.049,winogrande,WinoGrande,1267,0.5074980268350434,0.5082872928176796,0.07892659826361781,0.4940805051302289,0.5011838989739542,0.7103393843725325
143,2.097,arc_challenge,ARC-C,1172,0.203925,0.21587,1.194500000000001,0.233788,0.254266,2.0477999999999996
143,2.097,arc_easy,ARC-E,2376,0.4831649831649832,0.5109427609427609,2.7777777777777732,0.42297979797979796,0.4515993265993266,2.8619528619528656
143,2.097,csqa,CSQA,1221,0.23996723996723995,0.2538902538902539,1.3923013923013927,0.276003276003276,0.28665028665028663,1.0647010647010624
143,2.097,hellaswag,HellaSwag,10042,0.2801234813782115,0.2789285002987453,-0.11949810794662508,0.3009360685122486,0.30233021310495917,0.1394144592710589
143,2.097,mmlu,MMLU,14042,0.23258795043441105,0.23109243697478993,-0.14955134596211228,0.23258795043441105,0.23109243697478993,-0.14955134596211228
143,2.097,openbookqa,OpenBookQA,500,0.17,0.154,-1.6000000000000014,0.292,0.29,-0.20000000000000018
143,2.097,piqa,PIQA,1838,0.6196953210010882,0.6088139281828074,-1.088139281828071,0.5995647442872688,0.6050054406964092,0.5440696409140355
143,2.097,sciq,SciQ,1000,0.735,0.739,0.40000000000000036,0.627,0.65,2.300000000000002
143,2.097,siqa,SIQA,1954,0.36489252814739,0.3679631525076766,0.30706243602866,0.41299897645854655,0.3986693961105425,-1.4329580348004078
143,2.097,winogrande,WinoGrande,1267,0.5177584846093133,0.5098658247829518,-0.7892659826361448,0.5185477505919495,0.5019731649565904,-1.6574585635359074
143,3.146,arc_challenge,ARC-C,1172,0.213311,0.228669,1.535800000000001,0.25,0.261945,1.1944999999999983
143,3.146,arc_easy,ARC-E,2376,0.5054713804713805,0.5366161616161617,3.114478114478114,0.46380471380471383,0.4936868686868687,2.9882154882154843
143,3.146,csqa,CSQA,1221,0.28173628173628174,0.2727272727272727,-0.9009009009009028,0.3013923013923014,0.31122031122031124,0.9828009828009854
143,3.146,hellaswag,HellaSwag,10042,0.2847042421828321,0.2870942043417646,0.23899621589325015,0.3089026090420235,0.3192591117307309,1.0356502688707414
143,3.146,mmlu,MMLU,14042,0.2335849594074918,0.23080757726819542,-0.2777382139296375,0.2335849594074918,0.23080757726819542,-0.2777382139296375
143,3.146,openbookqa,OpenBookQA,500,0.162,0.156,-0.6000000000000005,0.294,0.304,1.0000000000000009
143,3.146,piqa,PIQA,1838,0.6218715995647442,0.6137105549510338,-0.8161044613710478,0.6256800870511425,0.6093579978237215,-1.6322089227421066
143,3.146,sciq,SciQ,1000,0.746,0.766,2.0000000000000018,0.654,0.692,3.7999999999999923
143,3.146,siqa,SIQA,1954,0.3623336745138178,0.36438075742067555,0.20470829068577334,0.4109518935516888,0.40890481064483114,-0.2047082906857678
143,3.146,winogrande,WinoGrande,1267,0.5027624309392266,0.5114443567482242,0.8681925808997626,0.4980268350434096,0.4988161010260458,0.07892659826361781
143,4.194,arc_challenge,ARC-C,1172,0.21587,0.243174,2.7303999999999995,0.248294,0.270478,2.218400000000001
143,4.194,arc_easy,ARC-E,2376,0.5281986531986532,0.5513468013468014,2.314814814814814,0.4659090909090909,0.5168350168350169,5.092592592592599
143,4.194,csqa,CSQA,1221,0.28173628173628174,0.2719082719082719,-0.9828009828009854,0.30303030303030304,0.30794430794430794,0.4914004914004899
143,4.194,hellaswag,HellaSwag,10042,0.2923720374427405,0.2929695279824736,0.05974905397331254,0.32154949213304124,0.32523401712806216,0.36845249950209213
143,4.194,mmlu,MMLU,14042,0.23201823102122204,0.2347243982338698,0.270616721264777,0.23201823102122204,0.2347243982338698,0.270616721264777
143,4.194,openbookqa,OpenBookQA,500,0.182,0.174,-0.8000000000000007,0.304,0.304,0.0
143,4.194,piqa,PIQA,1838,0.6316648531011969,0.6202393906420022,-1.1425462459194735,0.6338411316648531,0.6017410228509249,-3.210010881392822
143,4.194,sciq,SciQ,1000,0.752,0.783,3.1000000000000028,0.647,0.717,6.999999999999995
143,4.194,siqa,SIQA,1954,0.3664278403275333,0.36489252814739,-0.15353121801433,0.40992835209826,0.4078812691914023,-0.20470829068577334
143,4.194,winogrande,WinoGrande,1267,0.516179952644041,0.4972375690607735,-1.8942383583267552,0.510655090765588,0.49329123914759276,-1.7363851617995252
143,5.243,arc_challenge,ARC-C,1172,0.222696,0.251706,2.900999999999998,0.250853,0.266212,1.5359000000000012
143,5.243,arc_easy,ARC-E,2376,0.5315656565656566,0.5648148148148148,3.3249158249158195,0.4684343434343434,0.5189393939393939,5.05050505050505
143,5.243,csqa,CSQA,1221,0.2751842751842752,0.28255528255528256,0.7371007371007376,0.29975429975429974,0.3185913185913186,1.8837018837018882
143,5.243,hellaswag,HellaSwag,10042,0.29725154351722766,0.29466241784505076,-0.2589125672176895,0.32901812387970525,0.3296156144194384,0.05974905397331254
143,5.243,mmlu,MMLU,14042,0.23678963110667997,0.23315766984760006,-0.36319612590799133,0.23678963110667997,0.23315766984760006,-0.36319612590799133
143,5.243,openbookqa,OpenBookQA,500,0.172,0.174,0.20000000000000018,0.298,0.302,0.40000000000000036
143,5.243,piqa,PIQA,1838,0.6512513601741022,0.6365614798694232,-1.4689880304678993,0.6365614798694232,0.6305767138193689,-0.598476605005438
143,5.243,sciq,SciQ,1000,0.777,0.765,-1.200000000000001,0.673,0.684,1.100000000000001
143,5.243,siqa,SIQA,1954,0.36591606960081885,0.36284544524053225,-0.30706243602866,0.40583418628454454,0.41146366427840325,0.5629477993858711
143,5.243,winogrande,WinoGrande,1267,0.5082872928176796,0.5011838989739542,-0.7103393843725381,0.5122336227308603,0.4925019731649566,-1.9731649565903675
143,6.291,arc_challenge,ARC-C,1172,0.220137,0.233788,1.3650999999999995,0.260239,0.273038,1.2799000000000005
143,6.291,arc_easy,ARC-E,2376,0.5425084175084175,0.5732323232323232,3.072390572390571,0.4650673400673401,0.5231481481481481,5.808080808080806
143,6.291,csqa,CSQA,1221,0.2702702702702703,0.2833742833742834,1.3104013104013101,0.29975429975429974,0.31367731367731366,1.3923013923013927
143,6.291,hellaswag,HellaSwag,10042,0.30033857797251545,0.294761999601673,-0.5576578370842467,0.33479386576379205,0.3354909380601474,0.069707229635535
143,6.291,mmlu,MMLU,14042,0.2337986041874377,0.244195983478137,1.039737929069931,0.2337986041874377,0.244195983478137,1.039737929069931
143,6.291,openbookqa,OpenBookQA,500,0.184,0.168,-1.5999999999999988,0.302,0.332,3.0000000000000027
143,6.291,piqa,PIQA,1838,0.6420021762785637,0.6425462459194777,0.05440696409140244,0.6452665941240479,0.6158868335146899,-2.9379760609357986
143,6.291,sciq,SciQ,1000,0.759,0.785,2.6000000000000023,0.649,0.696,4.699999999999993
143,6.291,siqa,SIQA,1954,0.35823950870010235,0.36438075742067555,0.61412487205732,0.40122824974411464,0.41914022517911975,1.7911975435005112
143,6.291,winogrande,WinoGrande,1267,0.5059194948697711,0.5019731649565904,-0.39463299131806684,0.4972375690607735,0.4956590370955012,-0.15785319652723007
143,7.34,arc_challenge,ARC-C,1172,0.226109,0.246587,2.0477999999999996,0.261092,0.269625,0.8533000000000013
143,7.34,arc_easy,ARC-E,2376,0.54503367003367,0.5702861952861953,2.5252525252525304,0.4781144781144781,0.5357744107744108,5.765993265993269
143,7.34,csqa,CSQA,1221,0.276003276003276,0.2882882882882883,1.2285012285012276,0.29975429975429974,0.32923832923832924,2.9484029484029506
143,7.34,hellaswag,HellaSwag,10042,0.3005377414857598,0.302230631348337,0.1692889862577207,0.3381796454889464,0.3377813184624577,-0.039832702648873175
143,7.34,mmlu,MMLU,14042,0.23735935051986898,0.24042159236575986,0.30622418458908784,0.23735935051986898,0.24042159236575986,0.30622418458908784
143,7.34,openbookqa,OpenBookQA,500,0.17,0.178,0.7999999999999979,0.296,0.31,1.4000000000000012
143,7.34,piqa,PIQA,1838,0.6485310119695321,0.6474428726877041,-0.10881392818280489,0.6458106637649619,0.6360174102285092,-0.9793253536452662
143,7.34,sciq,SciQ,1000,0.773,0.796,2.300000000000002,0.675,0.717,4.199999999999992
143,7.34,siqa,SIQA,1954,0.36745138178096215,0.37154554759467756,0.40941658137154113,0.4119754350051177,0.40890481064483114,-0.30706243602865446
143,7.34,winogrande,WinoGrande,1267,0.5090765588003157,0.510655090765588,0.15785319652723562,0.5082872928176796,0.4980268350434096,-1.0260457774269982
143,8.389,arc_challenge,ARC-C,1172,0.232082,0.259386,2.7303999999999995,0.258532,0.280717,2.218500000000001
143,8.389,arc_easy,ARC-E,2376,0.5462962962962963,0.5854377104377104,3.9141414141414144,0.47853535353535354,0.5361952861952862,5.765993265993269
143,8.389,csqa,CSQA,1221,0.27682227682227684,0.28992628992628994,1.3104013104013101,0.31203931203931207,0.3202293202293202,0.8190008190008147
143,8.389,hellaswag,HellaSwag,10042,0.3016331408086039,0.2991435968930492,-0.24895439155546706,0.34574785899223265,0.34156542521410077,-0.41824337781318777
143,8.389,mmlu,MMLU,14042,0.24013673265916535,0.23265916536105968,-0.747756729810567,0.24013673265916535,0.23265916536105968,-0.747756729810567
143,8.389,openbookqa,OpenBookQA,500,0.178,0.174,-0.40000000000000036,0.316,0.308,-0.8000000000000007
143,8.389,piqa,PIQA,1838,0.6485310119695321,0.6452665941240479,-0.32644178454842576,0.6485310119695321,0.6332970620239391,-1.5233949945593017
143,8.389,sciq,SciQ,1000,0.767,0.816,4.899999999999993,0.671,0.732,6.099999999999994
143,8.389,siqa,SIQA,1954,0.3664278403275333,0.3735926305015353,0.7164790174002011,0.4155578300921187,0.41146366427840325,-0.4094165813715467
143,8.389,winogrande,WinoGrande,1267,0.5122336227308603,0.516179952644041,0.39463299131807794,0.5098658247829518,0.5019731649565904,-0.7892659826361448
143,9.437,arc_challenge,ARC-C,1172,0.225256,0.267065,4.1808999999999985,0.259386,0.267918,0.8531999999999984
143,9.437,arc_easy,ARC-E,2376,0.5521885521885522,0.5732323232323232,2.1043771043770976,0.494949494949495,0.5210437710437711,2.6094276094276116
143,9.437,csqa,CSQA,1221,0.28992628992628994,0.28665028665028663,-0.3276003276003303,0.31695331695331697,0.3177723177723178,0.08190008190008258
143,9.437,hellaswag,HellaSwag,10042,0.3028281218880701,0.3005377414857598,-0.22903804023103325,0.3423620792670783,0.34106751643098987,-0.12945628360884198
143,9.437,mmlu,MMLU,14042,0.24818401937046006,0.24348383421165076,-0.47001851588092947,0.24818401937046006,0.24348383421165076,-0.47001851588092947
143,9.437,openbookqa,OpenBookQA,500,0.19,0.17,-1.9999999999999991,0.318,0.318,0.0
143,9.437,piqa,PIQA,1838,0.6458106637649619,0.6430903155603918,-0.2720348204570122,0.6425462459194777,0.6360174102285092,-0.6528835690968515
143,9.437,sciq,SciQ,1000,0.779,0.799,2.0000000000000018,0.688,0.727,3.9000000000000035
143,9.437,siqa,SIQA,1954,0.37001023541453426,0.3710337768679631,0.10235414534288667,0.41299897645854655,0.4181166837256909,0.5117707267144334
143,9.437,winogrande,WinoGrande,1267,0.5059194948697711,0.5201262825572218,1.4206787687450761,0.5082872928176796,0.5059194948697711,-0.23677979479085343
143,10.486,arc_challenge,ARC-C,1172,0.225256,0.267065,4.1808999999999985,0.261092,0.282423,2.133099999999999
143,10.486,arc_easy,ARC-E,2376,0.5551346801346801,0.5984848484848485,4.335016835016836,0.494949494949495,0.5513468013468014,5.639730639730639
143,10.486,csqa,CSQA,1221,0.28992628992628994,0.3226863226863227,3.2760032760032756,0.31285831285831284,0.3276003276003276,1.4742014742014753
143,10.486,hellaswag,HellaSwag,10042,0.3060147380999801,0.30541724756024696,-0.05974905397331254,0.3420633339972117,0.34315873332005575,0.10953993228440262
143,10.486,mmlu,MMLU,14042,0.2429853297251104,0.2340834638940322,-0.8901865831078187,0.2429853297251104,0.2340834638940322,-0.8901865831078187
143,10.486,openbookqa,OpenBookQA,500,0.17,0.17,0.0,0.314,0.326,1.200000000000001
143,10.486,piqa,PIQA,1838,0.6463547334058759,0.6430903155603918,-0.32644178454841466,0.6392818280739935,0.6267682263329706,-1.2513601741022895
143,10.486,sciq,SciQ,1000,0.785,0.814,2.8999999999999915,0.691,0.741,5.000000000000004
143,10.486,siqa,SIQA,1954,0.3633572159672467,0.37563971340839303,1.2282497441146345,0.4083930399181167,0.42528147389969295,1.6888433981576245
143,10.486,winogrande,WinoGrande,1267,0.4996053670086819,0.5082872928176796,0.8681925808997681,0.5011838989739542,0.5098658247829518,0.8681925808997626
143,11.534,arc_challenge,ARC-C,1172,0.215017,0.254266,3.924899999999998,0.257679,0.272184,1.450499999999999
143,11.534,arc_easy,ARC-E,2376,0.5542929292929293,0.5858585858585859,3.1565656565656575,0.48695286195286197,0.5357744107744108,4.882154882154882
143,11.534,csqa,CSQA,1221,0.2882882882882883,0.29484029484029484,0.6552006552006551,0.30384930384930386,0.32104832104832104,1.7199017199017175
143,11.534,hellaswag,HellaSwag,10042,0.3051185022903804,0.30541724756024696,0.02987452698665627,0.3472415853415654,0.34355706034654454,-0.3684524995020866
143,11.534,mmlu,MMLU,14042,0.23614869676684233,0.2352229027204102,-0.09257940464321435,0.23614869676684233,0.2352229027204102,-0.09257940464321435
143,11.534,openbookqa,OpenBookQA,500,0.174,0.18,0.6000000000000005,0.302,0.32,1.8000000000000016
143,11.534,piqa,PIQA,1838,0.6545157780195865,0.6425462459194777,-1.196953210010876,0.6528835690968444,0.6262241566920566,-2.6659412404787863
143,11.534,sciq,SciQ,1000,0.785,0.803,1.8000000000000016,0.676,0.723,4.699999999999993
143,11.534,siqa,SIQA,1954,0.3607983623336745,0.3735926305015353,1.2794268167860778,0.4155578300921187,0.4216990788126919,0.61412487205732
143,11.534,winogrande,WinoGrande,1267,0.5043409629044988,0.4972375690607735,-0.7103393843725325,0.5122336227308603,0.4972375690607735,-1.4996053670086773
143,12.583,arc_challenge,ARC-C,1172,0.232935,0.259386,2.6451000000000002,0.256826,0.28413,2.7303999999999995
143,12.583,arc_easy,ARC-E,2376,0.5614478114478114,0.5955387205387206,3.409090909090917,0.5004208754208754,0.5446127946127947,4.419191919191922
143,12.583,csqa,CSQA,1221,0.29565929565929566,0.3022113022113022,0.6552006552006551,0.31122031122031124,0.32186732186732187,1.0647010647010624
143,12.583,hellaswag,HellaSwag,10042,0.30830511850229037,0.30631348336984665,-0.19916351324437143,0.3496315475004979,0.3476399123680542,-0.19916351324437143
143,12.583,mmlu,MMLU,14042,0.2522432701894317,0.23735935051986898,-1.4883919669562733,0.2522432701894317,0.23735935051986898,-1.4883919669562733
143,12.583,openbookqa,OpenBookQA,500,0.166,0.162,-0.40000000000000036,0.298,0.316,1.8000000000000016
143,12.583,piqa,PIQA,1838,0.6485310119695321,0.6420021762785637,-0.6528835690968404,0.6441784548422198,0.6338411316648531,-1.0337323177366686
143,12.583,sciq,SciQ,1000,0.781,0.811,3.0000000000000027,0.701,0.72,1.9000000000000017
143,12.583,siqa,SIQA,1954,0.3587512794268168,0.3766632548618219,1.7911975435005112,0.41146366427840325,0.40992835209826,-0.15353121801432446
143,12.583,winogrande,WinoGrande,1267,0.5122336227308603,0.5043409629044988,-0.7892659826361448,0.5019731649565904,0.4972375690607735,-0.4735595895816902
143,13.631,arc_challenge,ARC-C,1172,0.231229,0.268771,3.754199999999999,0.269625,0.276451,0.6825999999999999
143,13.631,arc_easy,ARC-E,2376,0.5601851851851852,0.5959595959595959,3.577441077441068,0.5054713804713805,0.5454545454545454,3.99831649831649
143,13.631,csqa,CSQA,1221,0.29484029484029484,0.2915642915642916,-0.32760032760032476,0.3226863226863227,0.31203931203931207,-1.0647010647010624
143,13.631,hellaswag,HellaSwag,10042,0.3051185022903804,0.3059151563433579,0.0796654052977519,0.3489344752041426,0.3482374029077873,-0.06970722963552944
143,13.631,mmlu,MMLU,14042,0.24248682523857001,0.23465318330722118,-0.7833641931348834,0.24248682523857001,0.23465318330722118,-0.7833641931348834
143,13.631,openbookqa,OpenBookQA,500,0.186,0.164,-2.1999999999999993,0.306,0.314,0.8000000000000007
143,13.631,piqa,PIQA,1838,0.6545157780195865,0.6534276387377584,-0.10881392818280489,0.6463547334058759,0.6414581066376496,-0.4896626768226331
143,13.631,sciq,SciQ,1000,0.788,0.812,2.400000000000002,0.718,0.724,0.6000000000000005
143,13.631,siqa,SIQA,1954,0.36745138178096215,0.37563971340839303,0.8188331627430878,0.4140225179119754,0.41146366427840325,-0.2558853633572167
143,13.631,winogrande,WinoGrande,1267,0.5130228887134964,0.4964483030781373,-1.657458563535913,0.5027624309392266,0.4996053670086819,-0.3157063930544657
143,14.68,arc_challenge,ARC-C,1172,0.231229,0.261945,3.071599999999999,0.270478,0.289249,1.8770999999999982
143,14.68,arc_easy,ARC-E,2376,0.5521885521885522,0.5925925925925926,4.040404040404033,0.49873737373737376,0.5542929292929293,5.555555555555553
143,14.68,csqa,CSQA,1221,0.28992628992628994,0.2964782964782965,0.6552006552006551,0.3194103194103194,0.32923832923832924,0.9828009828009854
143,14.68,hellaswag,HellaSwag,10042,0.3088030272854013,0.30681139215295755,-0.19916351324437698,0.355008962358096,0.3482374029077873,-0.6771559450308662
143,14.68,mmlu,MMLU,14042,0.25081897165645917,0.24540663723116365,-0.5412334425295512,0.25081897165645917,0.24540663723116365,-0.5412334425295512
143,14.68,openbookqa,OpenBookQA,500,0.186,0.168,-1.799999999999999,0.31,0.312,0.20000000000000018
143,14.68,piqa,PIQA,1838,0.6496191512513602,0.6507072905331882,0.10881392818280489,0.6485310119695321,0.6256800870511425,-2.285092491838958
143,14.68,sciq,SciQ,1000,0.791,0.812,2.100000000000002,0.709,0.715,0.6000000000000005
143,14.68,siqa,SIQA,1954,0.36898669396110545,0.37717502558853633,0.8188331627430878,0.4140225179119754,0.4165813715455476,0.2558853633572167
143,14.68,winogrande,WinoGrande,1267,0.510655090765588,0.5019731649565904,-0.8681925808997626,0.4996053670086819,0.4956590370955012,-0.3946329913180724
143,15.729,arc_challenge,ARC-C,1172,0.233788,0.263652,2.9864,0.272184,0.288396,1.6212000000000004
143,15.729,arc_easy,ARC-E,2376,0.5803872053872053,0.6026936026936027,2.2306397306397385,0.5088383838383839,0.5484006734006734,3.9562289562289576
143,15.729,csqa,CSQA,1221,0.2891072891072891,0.3022113022113022,1.3104013104013101,0.3144963144963145,0.31203931203931207,-0.24570024570024218
143,15.729,hellaswag,HellaSwag,10042,0.3105954989046007,0.30631348336984665,-0.4282015534754047,0.3514240191196973,0.35261900019916353,0.11949810794662508
143,15.729,mmlu,MMLU,14042,0.26349522859991453,0.24027916251246262,-2.321606608745191,0.26349522859991453,0.24027916251246262,-2.321606608745191
143,15.729,openbookqa,OpenBookQA,500,0.174,0.192,1.8000000000000016,0.312,0.298,-1.4000000000000012
143,15.729,piqa,PIQA,1838,0.6517954298150164,0.6507072905331882,-0.10881392818281599,0.6490750816104461,0.6381936887921654,-1.088139281828071
143,15.729,sciq,SciQ,1000,0.79,0.805,1.5000000000000013,0.717,0.728,1.100000000000001
143,15.729,siqa,SIQA,1954,0.3669396110542477,0.37308085977482086,0.6141248720573145,0.4232343909928352,0.41299897645854655,-1.0235414534288667
143,15.729,winogrande,WinoGrande,1267,0.5019731649565904,0.5059194948697711,0.39463299131806684,0.4964483030781373,0.510655090765588,1.4206787687450706
143,16.777,arc_challenge,ARC-C,1172,0.215017,0.259386,4.4369,0.261092,0.28413,2.3038000000000003
143,16.777,arc_easy,ARC-E,2376,0.5618686868686869,0.6018518518518519,3.998316498316501,0.49663299663299665,0.5635521885521886,6.691919191919194
143,16.777,csqa,CSQA,1221,0.28992628992628994,0.3095823095823096,1.9656019656019652,0.30303030303030304,0.32186732186732187,1.8837018837018826
143,16.777,hellaswag,HellaSwag,10042,0.3121888070105557,0.30701055566620195,-0.5178251344353735,0.3541127265484963,0.35062736506671976,-0.34853614817765277
143,16.777,mmlu,MMLU,14042,0.24789915966386555,0.23308645492095142,-1.481270474291413,0.24789915966386555,0.23308645492095142,-1.481270474291413
143,16.777,openbookqa,OpenBookQA,500,0.19,0.172,-1.8000000000000016,0.296,0.306,1.0000000000000009
143,16.777,piqa,PIQA,1838,0.6534276387377584,0.6517954298150164,-0.16322089227420733,0.6452665941240479,0.6403699673558215,-0.4896626768226331
143,16.777,sciq,SciQ,1000,0.789,0.811,2.200000000000002,0.712,0.756,4.400000000000004
143,16.777,siqa,SIQA,1954,0.37001023541453426,0.3766632548618219,0.6653019447287634,0.4104401228249744,0.4150460593654043,0.46059365404299
143,16.777,winogrande,WinoGrande,1267,0.4996053670086819,0.5043409629044988,0.4735595895816902,0.4940805051302289,0.500394632991318,0.6314127861089147
143,17.826,arc_challenge,ARC-C,1172,0.216724,0.258532,4.180799999999999,0.268771,0.284983,1.6212000000000004
143,17.826,arc_easy,ARC-E,2376,0.5606060606060606,0.5888047138047138,2.8198653198653223,0.4957912457912458,0.5395622895622896,4.377104377104379
143,17.826,csqa,CSQA,1221,0.29238329238329236,0.3022113022113022,0.9828009828009854,0.31285831285831284,0.3226863226863227,0.9828009828009854
143,17.826,hellaswag,HellaSwag,10042,0.3127862975502888,0.3095000995817566,-0.32861979685321896,0.358195578570006,0.35082652857996416,-0.7369049990041843
143,17.826,mmlu,MMLU,14042,0.25324027916251246,0.23500925794046432,-1.8231021222048143,0.25324027916251246,0.23500925794046432,-1.8231021222048143
143,17.826,openbookqa,OpenBookQA,500,0.2,0.178,-2.200000000000002,0.302,0.324,2.200000000000002
143,17.826,piqa,PIQA,1838,0.6605005440696409,0.6534276387377584,-0.7072905331882429,0.6517954298150164,0.6338411316648531,-1.795429815016325
143,17.826,sciq,SciQ,1000,0.789,0.821,3.1999999999999917,0.711,0.728,1.7000000000000015
143,17.826,siqa,SIQA,1954,0.3735926305015353,0.37922210849539406,0.5629477993858767,0.42374616171954965,0.41606960081883315,-0.76765609007165
143,17.826,winogrande,WinoGrande,1267,0.5090765588003157,0.4972375690607735,-1.1838989739542172,0.500394632991318,0.5059194948697711,0.5524861878453025
143,18.874,arc_challenge,ARC-C,1172,0.238055,0.271331,3.3276,0.261945,0.298635,3.669
143,18.874,arc_easy,ARC-E,2376,0.5765993265993266,0.6111111111111112,3.4511784511784604,0.5117845117845118,0.5732323232323232,6.144781144781142
143,18.874,csqa,CSQA,1221,0.3153153153153153,0.3144963144963145,-0.08190008190008258,0.32596232596232594,0.32678132678132676,0.08190008190008258
143,18.874,hellaswag,HellaSwag,10042,0.31627165903206533,0.3105954989046007,-0.5676160127464636,0.3603863772156941,0.3565026887074288,-0.3883688508265315
143,18.874,mmlu,MMLU,14042,0.24248682523857001,0.2394245833926791,-0.3062241845890906,0.24248682523857001,0.2394245833926791,-0.3062241845890906
143,18.874,openbookqa,OpenBookQA,500,0.196,0.178,-1.8000000000000016,0.31,0.31,0.0
143,18.874,piqa,PIQA,1838,0.6550598476605005,0.6577801958650707,0.2720348204570233,0.6490750816104461,0.6343852013057671,-1.4689880304678993
143,18.874,sciq,SciQ,1000,0.797,0.807,1.0000000000000009,0.72,0.746,2.6000000000000023
143,18.874,siqa,SIQA,1954,0.3669396110542477,0.3735926305015353,0.6653019447287578,0.4273285568065507,0.4216990788126919,-0.5629477993858767
143,18.874,winogrande,WinoGrande,1267,0.5067087608524072,0.5027624309392266,-0.39463299131806684,0.5074980268350434,0.494869771112865,-1.2628255722178405
143,19.923,arc_challenge,ARC-C,1172,0.235495,0.272184,3.668899999999997,0.270478,0.295222,2.474399999999999
143,19.923,arc_easy,ARC-E,2376,0.5778619528619529,0.6136363636363636,3.577441077441079,0.5084175084175084,0.5652356902356902,5.681818181818176
143,19.923,csqa,CSQA,1221,0.3177723177723178,0.3144963144963145,-0.3276003276003303,0.3177723177723178,0.32923832923832924,1.146601146601145
143,19.923,hellaswag,HellaSwag,10042,0.31826329416450905,0.31248755228042224,-0.5775741884086805,0.3623780123481378,0.35879306910973907,-0.35849432383987523
143,19.923,mmlu,MMLU,14042,0.24967953283008118,0.23728813559322035,-1.2391397236860835,0.24967953283008118,0.23728813559322035,-1.2391397236860835
143,19.923,openbookqa,OpenBookQA,500,0.2,0.174,-2.6000000000000023,0.312,0.312,0.0
143,19.923,piqa,PIQA,1838,0.6605005440696409,0.6643090315560392,0.3808487486398282,0.6550598476605005,0.6409140369967355,-1.4145810663764968
143,19.923,sciq,SciQ,1000,0.798,0.811,1.3000000000000012,0.73,0.733,0.30000000000000027
143,19.923,siqa,SIQA,1954,0.3679631525076766,0.37768679631525076,0.9723643807574178,0.4186284544524053,0.4211873080859775,0.2558853633572167
143,19.923,winogrande,WinoGrande,1267,0.4996053670086819,0.500394632991318,0.07892659826361226,0.5035516969218626,0.4988161010260458,-0.47355958958168465
143,19.999,arc_challenge,ARC-C,1172,0.237201,0.272184,3.4982999999999986,0.274744,0.296928,2.2184000000000035
143,19.999,arc_easy,ARC-E,2376,0.5787037037037037,0.6132154882154882,3.4511784511784493,0.5075757575757576,0.5664983164983165,5.892255892255893
143,19.999,csqa,CSQA,1221,0.3144963144963145,0.3104013104013104,-0.40950040950040734,0.31613431613431614,0.32596232596232594,0.9828009828009798
143,19.999,hellaswag,HellaSwag,10042,0.3180641306512647,0.31228838876717785,-0.577574188408686,0.3628759211312488,0.3584943238398725,-0.43815972913762713
143,19.999,mmlu,MMLU,14042,0.25046289702321606,0.2366472012533827,-1.3815695769833352,0.25046289702321606,0.2366472012533827,-1.3815695769833352
143,19.999,openbookqa,OpenBookQA,500,0.198,0.178,-2.0000000000000018,0.312,0.314,0.20000000000000018
143,19.999,piqa,PIQA,1838,0.6621327529923831,0.661588683351469,-0.05440696409140244,0.6561479869423286,0.6463547334058759,-0.9793253536452662
143,19.999,sciq,SciQ,1000,0.8,0.808,0.8000000000000007,0.732,0.731,-0.10000000000000009
143,19.999,siqa,SIQA,1954,0.3669396110542477,0.37768679631525076,1.0747185261003045,0.4201637666325486,0.4227226202661208,0.2558853633572167
143,19.999,winogrande,WinoGrande,1267,0.5082872928176796,0.5035516969218626,-0.47355958958169575,0.4956590370955012,0.5043409629044988,0.8681925808997626
263,1.049,arc_challenge,ARC-C,1172,0.18686,0.207338,2.0477999999999996,0.236348,0.254266,1.791799999999999
263,1.049,arc_easy,ARC-E,2376,0.4751683501683502,0.48063973063973064,0.547138047138046,0.4187710437710438,0.4364478114478115,1.767676767676768
