parameters_m,tokens_b,task,task_label,n,base_acc,hq_acc,gap_acc_pp,base_acc_norm,hq_acc_norm,gap_acc_norm_pp
263,1.049,csqa,CSQA,1221,0.24733824733824733,0.22932022932022933,-1.8018018018018,0.27436527436527436,0.2751842751842752,0.08190008190008258
263,1.049,hellaswag,HellaSwag,10042,0.2758414658434575,0.2733519219279028,-0.24895439155546706,0.28520215096594304,0.2861979685321649,0.09958175662218571
263,1.049,mmlu,MMLU,14042,0.23123486682808717,0.22952570858852014,-0.17091582395670213,0.23123486682808717,0.22952570858852014,-0.17091582395670213
263,1.049,openbookqa,OpenBookQA,500,0.154,0.14,-1.3999999999999986,0.294,0.284,-1.0000000000000009
263,1.049,piqa,PIQA,1838,0.5946681175190425,0.6017410228509249,0.7072905331882429,0.5990206746463548,0.588139281828074,-1.0881392818280822
263,1.049,sciq,SciQ,1000,0.684,0.702,1.7999999999999905,0.611,0.613,0.20000000000000018
263,1.049,siqa,SIQA,1954,0.35823950870010235,0.3623336745138178,0.4094165813715467,0.4068577277379734,0.413510747185261,0.6653019447287578
263,1.049,winogrande,WinoGrande,1267,0.5272296764009471,0.500394632991318,-2.6835043409629056,0.5067087608524072,0.494869771112865,-1.1838989739542227
263,2.097,arc_challenge,ARC-C,1172,0.202218,0.226109,2.3890999999999996,0.240614,0.256826,1.6212000000000004
263,2.097,arc_easy,ARC-E,2376,0.5029461279461279,0.5475589225589226,4.4612794612794655,0.4494949494949495,0.48484848484848486,3.535353535353536
263,2.097,csqa,CSQA,1221,0.266994266994267,0.2628992628992629,-0.40950040950040734,0.3063063063063063,0.2989352989352989,-0.7371007371007376
263,2.097,hellaswag,HellaSwag,10042,0.288388767177853,0.2877912766381199,-0.05974905397331254,0.3069109739095798,0.317167894841665,1.0256920932085245
263,2.097,mmlu,MMLU,14042,0.2299529981484119,0.22988178322176328,-0.007121492664863283,0.2299529981484119,0.22988178322176328,-0.007121492664863283
263,2.097,openbookqa,OpenBookQA,500,0.18,0.172,-0.8000000000000007,0.308,0.294,-1.4000000000000012
263,2.097,piqa,PIQA,1838,0.6316648531011969,0.6186071817192601,-1.3057671381936808,0.6006528835690969,0.6039173014145811,0.32644178454842576
263,2.097,sciq,SciQ,1000,0.728,0.753,2.500000000000002,0.63,0.676,4.600000000000004
263,2.097,siqa,SIQA,1954,0.3638689866939611,0.3741044012282497,1.0235414534288612,0.4104401228249744,0.4104401228249744,0.0
263,2.097,winogrande,WinoGrande,1267,0.505130228887135,0.5090765588003157,0.39463299131806684,0.4972375690607735,0.5082872928176796,1.1049723756906105
263,3.146,arc_challenge,ARC-C,1172,0.226962,0.237201,1.0238999999999998,0.265358,0.267065,0.1707000000000014
263,3.146,arc_easy,ARC-E,2376,0.5391414141414141,0.5787037037037037,3.9562289562289576,0.49074074074074076,0.5235690235690236,3.282828282828282
263,3.146,csqa,CSQA,1221,0.2784602784602785,0.29975429975429974,2.129402129402125,0.3144963144963145,0.3104013104013104,-0.40950040950040734
263,3.146,hellaswag,HellaSwag,10042,0.29774945230033856,0.30233021310495917,0.45807608046206094,0.3286197968532165,0.3370842461661024,0.8464449312885869
263,3.146,mmlu,MMLU,14042,0.23365617433414043,0.23173337131462754,-0.1922803019512892,0.23365617433414043,0.23173337131462754,-0.1922803019512892
263,3.146,openbookqa,OpenBookQA,500,0.196,0.156,-4.000000000000001,0.314,0.302,-1.200000000000001
263,3.146,piqa,PIQA,1838,0.6479869423286181,0.6235038084874864,-2.4483133841131655,0.6267682263329706,0.6115342763873776,-1.5233949945593017
263,3.146,sciq,SciQ,1000,0.781,0.783,0.20000000000000018,0.695,0.691,-0.40000000000000036
263,3.146,siqa,SIQA,1954,0.3602865916069601,0.36745138178096215,0.7164790174002067,0.4068577277379734,0.4109518935516888,0.40941658137154113
263,3.146,winogrande,WinoGrande,1267,0.516179952644041,0.5067087608524072,-0.9471191791633804,0.5067087608524072,0.5059194948697711,-0.07892659826361781
263,4.194,arc_challenge,ARC-C,1172,0.229522,0.265358,3.583599999999998,0.261945,0.295222,3.3277
263,4.194,arc_easy,ARC-E,2376,0.5458754208754208,0.5782828282828283,3.240740740740744,0.4831649831649832,0.5382996632996633,5.513468013468009
263,4.194,csqa,CSQA,1221,0.26863226863226863,0.29238329238329236,2.3751023751023723,0.29484029484029484,0.3095823095823096,1.4742014742014753
263,4.194,hellaswag,HellaSwag,10042,0.3020314678350926,0.30760804620593507,0.5576578370842467,0.3419637522405895,0.3414658434574786,-0.04979087831109008
263,4.194,mmlu,MMLU,14042,0.23586383706024783,0.253525138869107,1.7661301808859164,0.23586383706024783,0.253525138869107,1.7661301808859164
263,4.194,openbookqa,OpenBookQA,500,0.188,0.186,-0.20000000000000018,0.316,0.31,-0.6000000000000005
263,4.194,piqa,PIQA,1838,0.6490750816104461,0.6452665941240479,-0.3808487486398282,0.6403699673558215,0.6376496191512514,-0.2720348204570122
263,4.194,sciq,SciQ,1000,0.775,0.789,1.4000000000000012,0.692,0.698,0.6000000000000005
263,4.194,siqa,SIQA,1954,0.3694984646878199,0.37154554759467756,0.2047082906857678,0.41299897645854655,0.41299897645854655,0.0
263,4.194,winogrande,WinoGrande,1267,0.5209155485398579,0.5303867403314917,0.9471191791633804,0.5043409629044988,0.516179952644041,1.1838989739542227
263,5.243,arc_challenge,ARC-C,1172,0.235495,0.269625,3.4129999999999994,0.273038,0.300341,2.7303000000000024
263,5.243,arc_easy,ARC-E,2376,0.5505050505050505,0.6077441077441077,5.72390572390572,0.5105218855218855,0.5580808080808081,4.755892255892258
263,5.243,csqa,CSQA,1221,0.2841932841932842,0.30876330876330876,2.457002457002455,0.3104013104013104,0.3235053235053235,1.3104013104013101
263,5.243,hellaswag,HellaSwag,10042,0.3089026090420235,0.3071101374228241,-0.17924716191993761,0.3488348934475204,0.3505277833100976,0.1692889862577207
263,5.243,mmlu,MMLU,14042,0.23173337131462754,0.23287281014100555,0.11394388263780142,0.23173337131462754,0.23287281014100555,0.11394388263780142
263,5.243,openbookqa,OpenBookQA,500,0.184,0.186,0.20000000000000018,0.308,0.3,-0.8000000000000007
263,5.243,piqa,PIQA,1838,0.6675734494015234,0.6588683351468988,-0.8705114254624613,0.6534276387377584,0.6349292709466812,-1.8498367791077275
263,5.243,sciq,SciQ,1000,0.786,0.809,2.300000000000002,0.715,0.74,2.500000000000002
263,5.243,siqa,SIQA,1954,0.3694984646878199,0.368474923234391,-0.10235414534288667,0.41146366427840325,0.41146366427840325,0.0
263,5.243,winogrande,WinoGrande,1267,0.5217048145224941,0.5043409629044988,-1.7363851617995252,0.5059194948697711,0.5074980268350434,0.15785319652723562
263,6.291,arc_challenge,ARC-C,1172,0.238908,0.259386,2.0477999999999996,0.270478,0.291809,2.133099999999999
263,6.291,arc_easy,ARC-E,2376,0.5580808080808081,0.5959595959595959,3.7878787878787845,0.5109427609427609,0.5585016835016835,4.755892255892258
263,6.291,csqa,CSQA,1221,0.27927927927927926,0.31367731367731366,3.4398034398034403,0.3063063063063063,0.32514332514332517,1.8837018837018882
263,6.291,hellaswag,HellaSwag,10042,0.31338378809002193,0.3116908982274447,-0.1692889862577207,0.3594901414060944,0.3611830312686716,0.16928898625771516
263,6.291,mmlu,MMLU,14042,0.2307363623415468,0.2329440250676542,0.22076627261073956,0.2307363623415468,0.2329440250676542,0.22076627261073956
263,6.291,openbookqa,OpenBookQA,500,0.184,0.196,1.200000000000001,0.318,0.318,0.0
263,6.291,piqa,PIQA,1838,0.6610446137105549,0.6528835690968444,-0.8161044613710478,0.6490750816104461,0.6392818280739935,-0.9793253536452662
263,6.291,siqa,SIQA,1954,0.36745138178096215,0.36489252814739,-0.2558853633572167,0.4078812691914023,0.4119754350051177,0.40941658137154113
263,6.291,winogrande,WinoGrande,1267,0.531965272296764,0.5153906866614049,-1.6574585635359185,0.5067087608524072,0.510655090765588,0.39463299131807794
263,7.34,arc_challenge,ARC-C,1172,0.232935,0.271331,3.8395999999999986,0.277304,0.295222,1.791799999999999
263,7.34,arc_easy,ARC-E,2376,0.5635521885521886,0.6085858585858586,4.503367003366998,0.5168350168350169,0.5664983164983165,4.966329966329964
263,7.34,csqa,CSQA,1221,0.29238329238329236,0.31203931203931207,1.9656019656019708,0.32104832104832104,0.3226863226863227,0.16380016380016515
263,7.34,hellaswag,HellaSwag,10042,0.3140808603863772,0.3147779326827325,0.06970722963552944,0.36367257518422624,0.3661621190997809,0.24895439155546706
263,7.34,mmlu,MMLU,14042,0.23201823102122204,0.24120495655889473,0.9186725537672691,0.23201823102122204,0.24120495655889473,0.9186725537672691
263,7.34,openbookqa,OpenBookQA,500,0.204,0.192,-1.1999999999999984,0.312,0.302,-1.0000000000000009
263,7.34,piqa,PIQA,1838,0.6610446137105549,0.6566920565832427,-0.43525571273121955,0.6512513601741022,0.6420021762785637,-0.9249183895538526
263,7.34,sciq,SciQ,1000,0.787,0.818,3.0999999999999917,0.723,0.719,-0.40000000000000036
263,7.34,siqa,SIQA,1954,0.3843398157625384,0.37871033776867963,-0.5629477993858767,0.41606960081883315,0.4119754350051177,-0.4094165813715467
263,7.34,winogrande,WinoGrande,1267,0.5169692186266772,0.5177584846093133,0.0789265982636067,0.5067087608524072,0.510655090765588,0.39463299131807794
263,8.389,arc_challenge,ARC-C,1172,0.238908,0.278157,3.924899999999998,0.27901,0.289249,1.0238999999999998
263,8.389,arc_easy,ARC-E,2376,0.5635521885521886,0.6174242424242424,5.387205387205385,0.5126262626262627,0.5711279461279462,5.8501683501683495
263,8.389,csqa,CSQA,1221,0.29565929565929566,0.31285831285831284,1.7199017199017175,0.3202293202293202,0.33415233415233414,1.3923013923013927
263,8.389,hellaswag,HellaSwag,10042,0.31607249551882094,0.31597291376219877,-0.009958175662216906,0.37054371639115713,0.3655646285600478,-0.4979087831109341
263,8.389,mmlu,MMLU,14042,0.2444808431847315,0.23835635949294973,-0.6124483691781785,0.2444808431847315,0.23835635949294973,-0.6124483691781785
263,8.389,openbookqa,OpenBookQA,500,0.188,0.198,1.0000000000000009,0.302,0.32,1.8000000000000016
263,8.389,piqa,PIQA,1838,0.6702937976060935,0.6588683351468988,-1.1425462459194735,0.6561479869423286,0.6463547334058759,-0.9793253536452662
263,8.389,sciq,SciQ,1000,0.8,0.825,2.499999999999991,0.72,0.734,1.4000000000000012
263,8.389,siqa,SIQA,1954,0.3766632548618219,0.37563971340839303,-0.10235414534288667,0.42221084953940635,0.4196519959058342,-0.2558853633572167
263,8.389,winogrande,WinoGrande,1267,0.5240726124704025,0.5138121546961326,-1.026045777426987,0.5082872928176796,0.510655090765588,0.23677979479084232
263,9.437,arc_challenge,ARC-C,1172,0.232082,0.27901,4.6927999999999965,0.272184,0.304608,3.242400000000001
263,9.437,arc_easy,ARC-E,2376,0.5715488215488216,0.6026936026936027,3.114478114478114,0.5286195286195287,0.5614478114478114,3.282828282828276
263,9.437,csqa,CSQA,1221,0.29484029484029484,0.3284193284193284,3.357903357903358,0.3185913185913186,0.3316953316953317,1.3104013104013101
263,9.437,hellaswag,HellaSwag,10042,0.3185620394343756,0.317167894841665,-0.1394144592710589,0.37532364070902213,0.3714399522007568,-0.3883688508265315
263,9.437,mmlu,MMLU,14042,0.24903859849024357,0.23963822817262498,-0.9400370317618589,0.24903859849024357,0.23963822817262498,-0.9400370317618589
263,9.437,openbookqa,OpenBookQA,500,0.202,0.208,0.5999999999999978,0.316,0.316,0.0
263,9.437,piqa,PIQA,1838,0.6653971708378672,0.6534276387377584,-1.196953210010876,0.6583242655059848,0.6539717083786725,-0.43525571273123065
263,9.437,sciq,SciQ,1000,0.806,0.816,0.9999999999999898,0.732,0.741,0.9000000000000008
263,9.437,siqa,SIQA,1954,0.37717502558853633,0.3751279426816786,-0.20470829068577334,0.4216990788126919,0.41606960081883315,-0.5629477993858767
263,9.437,winogrande,WinoGrande,1267,0.526440410418311,0.5074980268350434,-1.8942383583267608,0.5035516969218626,0.5224940805051302,1.8942383583267608
263,10.486,arc_challenge,ARC-C,1172,0.241468,0.282423,4.0954999999999995,0.277304,0.303754,2.645000000000003
263,10.486,arc_easy,ARC-E,2376,0.5791245791245792,0.6186868686868687,3.9562289562289576,0.5315656565656566,0.5896464646464646,5.808080808080806
263,10.486,csqa,CSQA,1221,0.30794430794430794,0.3284193284193284,2.047502047502048,0.32514332514332517,0.34561834561834565,2.047502047502048
263,10.486,hellaswag,HellaSwag,10042,0.3224457279426409,0.3225453096992631,0.009958175662216906,0.37651862178848833,0.37343158733320053,-0.3087034455287796
263,10.486,mmlu,MMLU,14042,0.2352229027204102,0.25594644637516023,2.0723543654750043,0.2352229027204102,0.25594644637516023,2.0723543654750043
263,10.486,openbookqa,OpenBookQA,500,0.186,0.202,1.6000000000000014,0.312,0.31,-0.20000000000000018
263,10.486,piqa,PIQA,1838,0.6746463547334058,0.6588683351468988,-1.5778019586507042,0.6643090315560392,0.6577801958650707,-0.6528835690968404
263,10.486,sciq,SciQ,1000,0.799,0.82,2.0999999999999908,0.725,0.745,2.0000000000000018
263,10.486,siqa,SIQA,1954,0.38689866939611056,0.3751279426816786,-1.1770726714431967,0.4273285568065507,0.4263050153531218,-0.10235414534288667
263,10.486,winogrande,WinoGrande,1267,0.5248618784530387,0.5090765588003157,-1.5785319652723007,0.5193370165745856,0.5011838989739542,-1.815311760063143
263,11.534,arc_challenge,ARC-C,1172,0.242321,0.272184,2.9862999999999973,0.275597,0.299488,2.3890999999999996
263,11.534,arc_easy,ARC-E,2376,0.5736531986531986,0.6119528619528619,3.829966329966328,0.5294612794612794,0.57996632996633,5.050505050505061
263,11.534,csqa,CSQA,1221,0.31203931203931207,0.3235053235053235,1.146601146601145,0.33005733005733007,0.33415233415233414,0.40950040950040734
263,11.534,hellaswag,HellaSwag,10042,0.3285202150965943,0.3232423819956184,-0.5277833100975904,0.3792073292172874,0.37532364070902213,-0.38836885082652595
263,11.534,mmlu,MMLU,14042,0.2335137444808432,0.2404928072924085,0.6979062811565295,0.2335137444808432,0.2404928072924085,0.6979062811565295
263,11.534,openbookqa,OpenBookQA,500,0.194,0.208,1.3999999999999986,0.306,0.318,1.200000000000001
263,11.534,piqa,PIQA,1838,0.6849836779107725,0.6659412404787813,-1.9042437431991188,0.6692056583242655,0.6621327529923831,-0.7072905331882429
263,11.534,sciq,SciQ,1000,0.82,0.821,0.10000000000000009,0.724,0.736,1.200000000000001
263,11.534,siqa,SIQA,1954,0.3812691914022518,0.3843398157625384,0.30706243602866,0.413510747185261,0.4186284544524053,0.5117707267144334
263,11.534,winogrande,WinoGrande,1267,0.5256511444356748,0.5067087608524072,-1.8942383583267608,0.5027624309392266,0.5130228887134964,1.026045777426987
263,12.583,arc_challenge,ARC-C,1172,0.258532,0.296928,3.8396000000000043,0.28413,0.314846,3.071600000000002
263,12.583,arc_easy,ARC-E,2376,0.5968013468013468,0.6186868686868687,2.1885521885521952,0.5307239057239057,0.5715488215488216,4.0824915824915875
263,12.583,csqa,CSQA,1221,0.31613431613431614,0.3185913185913186,0.24570024570024773,0.3325143325143325,0.3308763308763309,-0.1638001638001596
263,12.583,hellaswag,HellaSwag,10042,0.32682732523401714,0.3258315076677953,-0.09958175662218571,0.38129854610635333,0.37641904003186616,-0.4879506074487172
263,12.583,mmlu,MMLU,14042,0.2444808431847315,0.23821392963965246,-0.626691354507905,0.2444808431847315,0.23821392963965246,-0.626691354507905
263,12.583,openbookqa,OpenBookQA,500,0.19,0.198,0.8000000000000007,0.312,0.32,0.8000000000000007
263,12.583,piqa,PIQA,1838,0.6882480957562568,0.6632208922742111,-2.502720348204568,0.6681175190424374,0.6566920565832427,-1.1425462459194735
263,12.583,sciq,SciQ,1000,0.791,0.845,5.399999999999993,0.688,0.754,6.600000000000006
263,12.583,siqa,SIQA,1954,0.3858751279426817,0.37871033776867963,-0.7164790174002067,0.4150460593654043,0.40890481064483114,-0.6141248720573145
263,12.583,winogrande,WinoGrande,1267,0.5256511444356748,0.5114443567482242,-1.420678768745065,0.5114443567482242,0.5067087608524072,-0.47355958958169575
263,13.631,arc_challenge,ARC-C,1172,0.255119,0.284983,2.9864,0.28413,0.308874,2.474399999999999
263,13.631,arc_easy,ARC-E,2376,0.5896464646464646,0.6317340067340067,4.208754208754206,0.553030303030303,0.5900673400673401,3.703703703703709
263,13.631,csqa,CSQA,1221,0.3235053235053235,0.32104832104832104,-0.24570024570024773,0.3546273546273546,0.32923832923832924,-2.538902538902538
263,13.631,hellaswag,HellaSwag,10042,0.3300139414459271,0.32613025293766185,-0.38836885082652595,0.38408683529177456,0.38398725353515234,-0.009958175662222457
263,13.631,mmlu,MMLU,14042,0.24056402221905712,0.2372169206665717,-0.334710155248541,0.24056402221905712,0.2372169206665717,-0.334710155248541
263,13.631,openbookqa,OpenBookQA,500,0.208,0.2,-0.7999999999999979,0.318,0.318,0.0
263,13.631,piqa,PIQA,1838,0.6817192600652884,0.6659412404787813,-1.5778019586507042,0.6724700761697497,0.661588683351469,-1.088139281828071
263,13.631,sciq,SciQ,1000,0.816,0.842,2.6000000000000023,0.74,0.758,1.8000000000000016
263,13.631,siqa,SIQA,1954,0.38229273285568066,0.38024564994882293,-0.20470829068577334,0.4201637666325486,0.4155578300921187,-0.46059365404299
263,13.631,winogrande,WinoGrande,1267,0.5240726124704025,0.5019731649565904,-2.20994475138121,0.5059194948697711,0.5011838989739542,-0.47355958958168465
263,14.68,arc_challenge,ARC-C,1172,0.255119,0.279863,2.474399999999999,0.283276,0.305461,2.218500000000001
263,14.68,arc_easy,ARC-E,2376,0.5904882154882155,0.6216329966329966,3.114478114478114,0.5357744107744108,0.5845959595959596,4.882154882154877
263,14.68,csqa,CSQA,1221,0.32514332514332517,0.3407043407043407,1.5561015561015523,0.3316953316953317,0.343980343980344,1.2285012285012276
263,14.68,hellaswag,HellaSwag,10042,0.3280223063134834,0.3247361083449512,-0.32861979685321896,0.3867755427205736,0.37870942043417644,-0.8066122286397137
263,14.68,mmlu,MMLU,14042,0.24633243127759577,0.24732944025067655,0.09970089730807763,0.24633243127759577,0.24732944025067655,0.09970089730807763
263,14.68,openbookqa,OpenBookQA,500,0.202,0.196,-0.6000000000000005,0.314,0.336,2.200000000000002
263,14.68,piqa,PIQA,1838,0.6811751904243744,0.6779107725788901,-0.32644178454842576,0.6670293797606094,0.6566920565832427,-1.0337323177366686
263,14.68,sciq,SciQ,1000,0.797,0.833,3.599999999999992,0.703,0.764,6.100000000000005
263,14.68,siqa,SIQA,1954,0.37615148413510746,0.37922210849539406,0.30706243602866,0.42067553735926305,0.4186284544524053,-0.20470829068577334
263,14.68,winogrande,WinoGrande,1267,0.5185477505919495,0.5248618784530387,0.6314127861089203,0.5130228887134964,0.5074980268350434,-0.5524861878453025
263,15.729,arc_challenge,ARC-C,1172,0.257679,0.275597,1.791799999999999,0.291809,0.300341,0.853200000000004
263,15.729,arc_easy,ARC-E,2376,0.5883838383838383,0.632996632996633,4.4612794612794655,0.5353535353535354,0.5900673400673401,5.4713804713804715
263,15.729,csqa,CSQA,1221,0.32186732186732187,0.3194103194103194,-0.24570024570024773,0.3316953316953317,0.32923832923832924,-0.24570024570024773
263,15.729,hellaswag,HellaSwag,10042,0.32991435968930494,0.3271260705038837,-0.2788289185421233,0.38856801433977295,0.38169687313284206,-0.6871141206930886
263,15.729,mmlu,MMLU,14042,0.24797037459051416,0.23315766984760006,-1.48127047429141,0.24797037459051416,0.23315766984760006,-1.48127047429141
263,15.729,openbookqa,OpenBookQA,500,0.22,0.23,1.0000000000000009,0.316,0.338,2.200000000000002
263,15.729,piqa,PIQA,1838,0.6822633297062024,0.676822633297062,-0.5440696409140355,0.6659412404787813,0.6599564744287268,-0.5984766050054491
263,15.729,sciq,SciQ,1000,0.788,0.83,4.199999999999992,0.709,0.757,4.800000000000004
263,15.729,siqa,SIQA,1954,0.3843398157625384,0.38178096212896623,-0.2558853633572167,0.42067553735926305,0.4140225179119754,-0.6653019447287634
263,15.729,winogrande,WinoGrande,1267,0.516179952644041,0.5122336227308603,-0.39463299131807794,0.5122336227308603,0.4909234411996843,-2.131018153117598
263,16.777,arc_challenge,ARC-C,1172,0.250853,0.275597,2.474399999999999,0.28157,0.302901,2.133099999999999
263,16.777,arc_easy,ARC-E,2376,0.5816498316498316,0.6355218855218855,5.387205387205385,0.5361952861952862,0.5972222222222222,6.1026936026935985
263,16.777,csqa,CSQA,1221,0.3202293202293202,0.3284193284193284,0.8190008190008202,0.32678132678132676,0.343980343980344,1.719901719901723
263,16.777,hellaswag,HellaSwag,10042,0.3331009759012149,0.3267277434773949,-0.6373232423819986,0.3904600677155945,0.3835889265086636,-0.6871141206930886
263,16.777,mmlu,MMLU,14042,0.23344252955419456,0.2429853297251104,0.9542800170915827,0.23344252955419456,0.2429853297251104,0.9542800170915827
263,16.777,openbookqa,OpenBookQA,500,0.198,0.192,-0.6000000000000005,0.31,0.318,0.8000000000000007
263,16.777,piqa,PIQA,1838,0.6789989118607181,0.6675734494015234,-1.1425462459194735,0.6692056583242655,0.6659412404787813,-0.32644178454841466
263,16.777,sciq,SciQ,1000,0.81,0.838,2.7999999999999914,0.717,0.763,4.600000000000004
263,16.777,siqa,SIQA,1954,0.38485158648925283,0.37308085977482086,-1.1770726714431967,0.41453428863868985,0.4186284544524053,0.4094165813715467
263,16.777,winogrande,WinoGrande,1267,0.526440410418311,0.5169692186266772,-0.9471191791633804,0.5027624309392266,0.5146014206787688,1.1838989739542227
263,17.826,arc_challenge,ARC-C,1172,0.256826,0.262799,0.5973000000000006,0.27901,0.285836,0.6825999999999999
263,17.826,arc_easy,ARC-E,2376,0.5904882154882155,0.6203703703703703,2.9882154882154843,0.5366161616161617,0.5715488215488216,3.4932659932659926
263,17.826,csqa,CSQA,1221,0.3104013104013104,0.3177723177723178,0.7371007371007376,0.32923832923832924,0.3284193284193284,-0.08190008190008258
263,17.826,hellaswag,HellaSwag,10042,0.3325034853614818,0.3272256522605059,-0.5277833100975904,0.3942441744672376,0.3860784704242183,-0.8165704043019306
263,17.826,mmlu,MMLU,14042,0.23087879219484403,0.24156103119213787,1.068223899729384,0.23087879219484403,0.24156103119213787,1.068223899729384
263,17.826,openbookqa,OpenBookQA,500,0.224,0.206,-1.8000000000000016,0.308,0.332,2.400000000000002
263,17.826,piqa,PIQA,1838,0.6817192600652884,0.6713819368879217,-1.0337323177366686,0.6746463547334058,0.6697497279651795,-0.4896626768226331
263,17.826,sciq,SciQ,1000,0.81,0.837,2.6999999999999913,0.709,0.752,4.300000000000004
263,17.826,siqa,SIQA,1954,0.38331627430910953,0.38075742067553736,-0.2558853633572167,0.41914022517911975,0.417093142272262,-0.20470829068577334
263,17.826,winogrande,WinoGrande,1267,0.5185477505919495,0.5153906866614049,-0.31570639305446013,0.505130228887135,0.5090765588003157,0.39463299131806684
263,18.874,arc_challenge,ARC-C,1172,0.264505,0.287543,2.3038000000000003,0.284983,0.3157,3.0716999999999994
263,18.874,arc_easy,ARC-E,2376,0.6018518518518519,0.6430976430976431,4.124579124579119,0.5614478114478114,0.609006734006734,4.755892255892258
263,18.874,csqa,CSQA,1221,0.3325143325143325,0.35626535626535627,2.375102375102378,0.3447993447993448,0.3464373464373464,0.1638001638001596
263,18.874,hellaswag,HellaSwag,10042,0.33409679346743676,0.33170683130850426,-0.23899621589325015,0.4023102967536347,0.38946425014937264,-1.2846046604262085
263,18.874,mmlu,MMLU,14042,0.2382851445663011,0.2444808431847315,0.6195698618430417,0.2382851445663011,0.2444808431847315,0.6195698618430417
263,18.874,openbookqa,OpenBookQA,500,0.21,0.218,0.8000000000000007,0.316,0.33,1.4000000000000012
263,18.874,piqa,PIQA,1838,0.6838955386289445,0.676278563656148,-0.7616974972796453,0.6789989118607181,0.661588683351469,-1.7410228509249115
263,18.874,sciq,SciQ,1000,0.813,0.834,2.100000000000002,0.727,0.75,2.300000000000002
263,18.874,siqa,SIQA,1954,0.38331627430910953,0.38024564994882293,-0.30706243602866,0.4216990788126919,0.4211873080859775,-0.051177072671443335
263,18.874,winogrande,WinoGrande,1267,0.5240726124704025,0.5011838989739542,-2.2888713496448276,0.5146014206787688,0.5011838989739542,-1.3417521704814583
263,19.923,arc_challenge,ARC-C,1172,0.267918,0.283276,1.5357999999999983,0.289249,0.311433,2.2184000000000035
263,19.923,arc_easy,ARC-E,2376,0.6047979797979798,0.6405723905723906,3.577441077441079,0.5664983164983165,0.6073232323232324,4.0824915824915875
263,19.923,csqa,CSQA,1221,0.3194103194103194,0.35626535626535627,3.6855036855036882,0.3325143325143325,0.3497133497133497,1.719901719901723
263,19.923,hellaswag,HellaSwag,10042,0.33788090021907985,0.3323043218482374,-0.5576578370842467,0.4049990041824338,0.3943437562238598,-1.0655247958573977
263,19.923,mmlu,MMLU,14042,0.23643355647343683,0.23906850875943597,0.2634952285999137,0.23643355647343683,0.23906850875943597,0.2634952285999137
263,19.923,openbookqa,OpenBookQA,500,0.208,0.212,0.40000000000000036,0.316,0.338,2.200000000000002
263,19.923,piqa,PIQA,1838,0.6953210010881393,0.6898803046789989,-0.5440696409140466,0.6838955386289445,0.6686615886833515,-1.5233949945593017
263,19.923,sciq,SciQ,1000,0.812,0.831,1.8999999999999906,0.734,0.756,2.200000000000002
263,19.923,siqa,SIQA,1954,0.37768679631525076,0.38689866939611056,0.92118730808598,0.4155578300921187,0.41760491299897645,0.20470829068577334
263,19.923,winogrande,WinoGrande,1267,0.5240726124704025,0.5082872928176796,-1.5785319652722896,0.5177584846093133,0.5059194948697711,-1.1838989739542227
263,19.999,arc_challenge,ARC-C,1172,0.268771,0.286689,1.7918000000000045,0.290102,0.311433,2.133099999999999
263,19.999,arc_easy,ARC-E,2376,0.6043771043771043,0.6401515151515151,3.577441077441079,0.5664983164983165,0.6064814814814815,3.998316498316501
263,19.999,csqa,CSQA,1221,0.32186732186732187,0.3521703521703522,3.030303030303033,0.3325143325143325,0.35053235053235055,1.8018018018018056
263,19.999,hellaswag,HellaSwag,10042,0.33867755427205737,0.3325034853614818,-0.6174068910575592,0.40579565823541125,0.39533957379008167,-1.0456084445329583
263,19.999,mmlu,MMLU,14042,0.23707449081327447,0.23999430280586811,0.29198119925936405,0.23707449081327447,0.23999430280586811,0.29198119925936405
263,19.999,openbookqa,OpenBookQA,500,0.22,0.21,-1.0000000000000009,0.32,0.338,1.8000000000000016
263,19.999,piqa,PIQA,1838,0.6958650707290533,0.6893362350380848,-0.6528835690968515,0.6838955386289445,0.6692056583242655,-1.4689880304678993
263,19.999,sciq,SciQ,1000,0.813,0.829,1.6000000000000014,0.734,0.759,2.500000000000002
263,19.999,siqa,SIQA,1954,0.37615148413510746,0.38996929375639716,1.38178096212897,0.4155578300921187,0.41914022517911975,0.35823950870010335
263,19.999,winogrande,WinoGrande,1267,0.5201262825572218,0.5114443567482242,-0.8681925808997626,0.5217048145224941,0.5082872928176796,-1.3417521704814472
469,1.049,arc_challenge,ARC-C,1172,0.198805,0.224403,2.5597999999999983,0.246587,0.260239,1.3651999999999997
469,1.049,arc_easy,ARC-E,2376,0.476010101010101,0.4957912457912458,1.9781144781144788,0.43602693602693604,0.4297138047138047,-0.6313131313131326
469,1.049,csqa,CSQA,1221,0.2547092547092547,0.2285012285012285,-2.6208026208026203,0.2751842751842752,0.2719082719082719,-0.3276003276003303
469,1.049,hellaswag,HellaSwag,10042,0.2795259908384784,0.27992431786496713,0.039832702648873175,0.29067914758016333,0.29247161919936265,0.17924716191993206
469,1.049,mmlu,MMLU,14042,0.23144851160803304,0.23515168779376158,0.3703176185728546,0.23144851160803304,0.23515168779376158,0.3703176185728546
469,1.049,openbookqa,OpenBookQA,500,0.172,0.16,-1.1999999999999984,0.286,0.286,0.0
