seed,en_mono_50m_dev_bpb,en_iid_50m_language_exposure_dev_bpb,en_mixing_delta_bpb,en_extra_50m_monolingual_gain_bpb,zh_mono_50m_dev_bpb,zh_iid_50m_language_exposure_dev_bpb,zh_mixing_delta_bpb,zh_extra_50m_monolingual_gain_bpb
2027,1.39384668166752,1.417585025802319,0.02373834413479914,0.08590847052154515,1.7862501217212317,1.8117161656965146,0.02546604397528296,0.11766149022940464
2028,1.4126884885922553,1.4112409038897267,-0.0014475847025285926,0.09294162713325815,1.7747548293048716,1.8037678519423486,0.02901302263747696,0.11563111822388605
